main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.001, eps_frames=1500000, eps_start=1.0, frames=3000000, games=500, gamma=0.99, log_interval=10000, lr=1e-06, model=None, save_interval=10000, seed=7)

Environments loaded

Training status loaded

U 10000 | F 10000 | G 666 | D 1 | EPS 0.993 | L 329.000 | R 329.000 | Avg L 0.494 | Avg R 0.494
U 2070000 | F 2070000 | G 138000 | D 237 | EPS 0.001 | L 343.971 | R 344.000 | Avg L 0.344 | Avg R 0.344
U 2080000 | F 2080000 | G 138666 | D 238 | EPS 0.001 | L 348.968 | R 349.000 | Avg L 0.349 | Avg R 0.349
U 2090000 | F 2090000 | G 139333 | D 239 | EPS 0.001 | L 335.966 | R 336.000 | Avg L 0.336 | Avg R 0.336
U 2100000 | F 2100000 | G 140000 | D 240 | EPS 0.001 | L 388.963 | R 389.000 | Avg L 0.389 | Avg R 0.389
U 2110000 | F 2110000 | G 140666 | D 241 | EPS 0.001 | L 338.964 | R 339.000 | Avg L 0.339 | Avg R 0.339
U 2120000 | F 2120000 | G 141333 | D 243 | EPS 0.001 | L 362.974 | R 363.000 | Avg L 0.363 | Avg R 0.363
U 2130000 | F 2130000 | G 142000 | D 244 | EPS 0.001 | L 328.969 | R 329.000 | Avg L 0.329 | Avg R 0.329
U 2140000 | F 2140000 | G 142666 | D 245 | EPS 0.001 | L 358.968 | R 359.000 | Avg L 0.359 | Avg R 0.359
U 2150000 | F 2150000 | G 143333 | D 246 | EPS 0.001 | L 317.976 | R 318.000 | Avg L 0.318 | Avg R 0.318
U 2160000 | F 2160000 | G 144000 | D 248 | EPS 0.001 | L 336.975 | R 337.000 | Avg L 0.337 | Avg R 0.337
U 2170000 | F 2170000 | G 144666 | D 249 | EPS 0.001 | L 377.971 | R 378.000 | Avg L 0.378 | Avg R 0.378
U 2180000 | F 2180000 | G 145333 | D 250 | EPS 0.001 | L 386.961 | R 387.000 | Avg L 0.387 | Avg R 0.387
U 2190000 | F 2190000 | G 146000 | D 251 | EPS 0.001 | L 364.959 | R 365.000 | Avg L 0.365 | Avg R 0.365
U 2200000 | F 2200000 | G 146666 | D 252 | EPS 0.001 | L 372.954 | R 373.000 | Avg L 0.373 | Avg R 0.373
U 2210000 | F 2210000 | G 147333 | D 253 | EPS 0.001 | L 359.954 | R 360.000 | Avg L 0.360 | Avg R 0.360
U 2220000 | F 2220000 | G 148000 | D 254 | EPS 0.001 | L 345.972 | R 346.000 | Avg L 0.346 | Avg R 0.346
U 2230000 | F 2230000 | G 148666 | D 256 | EPS 0.001 | L 323.981 | R 324.000 | Avg L 0.324 | Avg R 0.324
U 2240000 | F 2240000 | G 149333 | D 257 | EPS 0.001 | L 328.977 | R 329.000 | Avg L 0.329 | Avg R 0.329
U 2250000 | F 2250000 | G 150000 | D 258 | EPS 0.001 | L 321.975 | R 322.000 | Avg L 0.322 | Avg R 0.322
U 2260000 | F 2260000 | G 150666 | D 259 | EPS 0.001 | L 264.979 | R 265.000 | Avg L 0.265 | Avg R 0.265
U 2270000 | F 2270000 | G 151333 | D 260 | EPS 0.001 | L 282.976 | R 283.000 | Avg L 0.283 | Avg R 0.283
U 2280000 | F 2280000 | G 152000 | D 261 | EPS 0.001 | L 375.962 | R 376.000 | Avg L 0.376 | Avg R 0.376
U 2290000 | F 2290000 | G 152666 | D 262 | EPS 0.001 | L 392.961 | R 393.000 | Avg L 0.393 | Avg R 0.393
U 2300000 | F 2300000 | G 153333 | D 263 | EPS 0.001 | L 409.953 | R 410.000 | Avg L 0.410 | Avg R 0.410
U 2310000 | F 2310000 | G 154000 | D 265 | EPS 0.001 | L 399.951 | R 400.000 | Avg L 0.400 | Avg R 0.400
U 2320000 | F 2320000 | G 154666 | D 267 | EPS 0.001 | L 369.959 | R 370.000 | Avg L 0.370 | Avg R 0.370
U 2330000 | F 2330000 | G 155333 | D 268 | EPS 0.001 | L 362.953 | R 363.000 | Avg L 0.363 | Avg R 0.363
U 2340000 | F 2340000 | G 156000 | D 270 | EPS 0.001 | L 398.946 | R 399.000 | Avg L 0.399 | Avg R 0.399
U 2350000 | F 2350000 | G 156666 | D 271 | EPS 0.001 | L 353.953 | R 354.000 | Avg L 0.354 | Avg R 0.354
U 2360000 | F 2360000 | G 157333 | D 272 | EPS 0.001 | L 362.947 | R 363.000 | Avg L 0.363 | Avg R 0.363
U 2370000 | F 2370000 | G 158000 | D 273 | EPS 0.001 | L 373.942 | R 374.000 | Avg L 0.374 | Avg R 0.374
U 2380000 | F 2380000 | G 158666 | D 274 | EPS 0.001 | L 385.949 | R 386.000 | Avg L 0.386 | Avg R 0.386
U 2390000 | F 2390000 | G 159333 | D 275 | EPS 0.001 | L 355.966 | R 356.000 | Avg L 0.356 | Avg R 0.356
U 2400000 | F 2400000 | G 160000 | D 276 | EPS 0.001 | L 345.959 | R 346.000 | Avg L 0.346 | Avg R 0.346
U 2410000 | F 2410000 | G 160666 | D 278 | EPS 0.001 | L 367.950 | R 368.000 | Avg L 0.368 | Avg R 0.368
U 2420000 | F 2420000 | G 161333 | D 279 | EPS 0.001 | L 332.967 | R 333.000 | Avg L 0.333 | Avg R 0.333
U 2430000 | F 2430000 | G 162000 | D 280 | EPS 0.001 | L 329.975 | R 330.000 | Avg L 0.330 | Avg R 0.330
U 2440000 | F 2440000 | G 162666 | D 281 | EPS 0.001 | L 337.968 | R 338.000 | Avg L 0.338 | Avg R 0.338
U 2450000 | F 2450000 | G 163333 | D 282 | EPS 0.001 | L 401.944 | R 402.000 | Avg L 0.402 | Avg R 0.402
U 2460000 | F 2460000 | G 164000 | D 283 | EPS 0.001 | L 385.958 | R 386.000 | Avg L 0.386 | Avg R 0.386
U 2470000 | F 2470000 | G 164666 | D 284 | EPS 0.001 | L 400.965 | R 401.000 | Avg L 0.401 | Avg R 0.401
U 2480000 | F 2480000 | G 165333 | D 286 | EPS 0.001 | L 418.944 | R 419.000 | Avg L 0.419 | Avg R 0.419
U 2490000 | F 2490000 | G 166000 | D 287 | EPS 0.001 | L 412.941 | R 413.000 | Avg L 0.413 | Avg R 0.413
U 2500000 | F 2500000 | G 166666 | D 288 | EPS 0.001 | L 407.936 | R 408.000 | Avg L 0.408 | Avg R 0.408
U 2510000 | F 2510000 | G 167333 | D 289 | EPS 0.001 | L 371.944 | R 372.000 | Avg L 0.372 | Avg R 0.372
U 2520000 | F 2520000 | G 168000 | D 290 | EPS 0.001 | L 353.960 | R 354.000 | Avg L 0.354 | Avg R 0.354
U 2530000 | F 2530000 | G 168666 | D 291 | EPS 0.001 | L 345.971 | R 346.000 | Avg L 0.346 | Avg R 0.346
U 2540000 | F 2540000 | G 169333 | D 292 | EPS 0.001 | L 319.971 | R 320.000 | Avg L 0.320 | Avg R 0.320
U 2550000 | F 2550000 | G 170000 | D 293 | EPS 0.001 | L 279.973 | R 280.000 | Avg L 0.280 | Avg R 0.280
U 2560000 | F 2560000 | G 170666 | D 295 | EPS 0.001 | L 315.972 | R 316.000 | Avg L 0.316 | Avg R 0.316
U 2570000 | F 2570000 | G 171333 | D 296 | EPS 0.001 | L 337.965 | R 338.000 | Avg L 0.338 | Avg R 0.338
U 2580000 | F 2580000 | G 172000 | D 297 | EPS 0.001 | L 333.952 | R 334.000 | Avg L 0.334 | Avg R 0.334
U 2590000 | F 2590000 | G 172666 | D 298 | EPS 0.001 | L 302.960 | R 303.000 | Avg L 0.303 | Avg R 0.303
U 2600000 | F 2600000 | G 173333 | D 299 | EPS 0.001 | L 339.950 | R 340.000 | Avg L 0.340 | Avg R 0.340
U 2610000 | F 2610000 | G 174000 | D 300 | EPS 0.001 | L 346.955 | R 347.000 | Avg L 0.347 | Avg R 0.347
U 2620000 | F 2620000 | G 174666 | D 301 | EPS 0.001 | L 344.954 | R 345.000 | Avg L 0.345 | Avg R 0.345
U 2630000 | F 2630000 | G 175333 | D 303 | EPS 0.001 | L 330.965 | R 331.000 | Avg L 0.331 | Avg R 0.331
U 2640000 | F 2640000 | G 176000 | D 304 | EPS 0.001 | L 344.952 | R 345.000 | Avg L 0.345 | Avg R 0.345
U 2650000 | F 2650000 | G 176666 | D 305 | EPS 0.001 | L 345.956 | R 346.000 | Avg L 0.346 | Avg R 0.346
U 2660000 | F 2660000 | G 177333 | D 306 | EPS 0.001 | L 323.972 | R 324.000 | Avg L 0.324 | Avg R 0.324
U 2670000 | F 2670000 | G 178000 | D 307 | EPS 0.001 | L 370.973 | R 371.000 | Avg L 0.371 | Avg R 0.371
U 2680000 | F 2680000 | G 178666 | D 308 | EPS 0.001 | L 384.957 | R 385.000 | Avg L 0.385 | Avg R 0.385
U 2690000 | F 2690000 | G 179333 | D 309 | EPS 0.001 | L 302.970 | R 303.000 | Avg L 0.303 | Avg R 0.303
U 2700000 | F 2700000 | G 180000 | D 311 | EPS 0.001 | L 318.974 | R 319.000 | Avg L 0.319 | Avg R 0.319
U 2710000 | F 2710000 | G 180666 | D 312 | EPS 0.001 | L 277.972 | R 278.000 | Avg L 0.278 | Avg R 0.278
U 2720000 | F 2720000 | G 181333 | D 313 | EPS 0.001 | L 333.955 | R 334.000 | Avg L 0.334 | Avg R 0.334
U 2730000 | F 2730000 | G 182000 | D 314 | EPS 0.001 | L 362.951 | R 363.000 | Avg L 0.363 | Avg R 0.363
U 2740000 | F 2740000 | G 182666 | D 315 | EPS 0.001 | L 379.947 | R 380.000 | Avg L 0.380 | Avg R 0.380
U 2750000 | F 2750000 | G 183333 | D 316 | EPS 0.001 | L 355.944 | R 356.000 | Avg L 0.356 | Avg R 0.356
U 2760000 | F 2760000 | G 184000 | D 317 | EPS 0.001 | L 325.950 | R 326.000 | Avg L 0.326 | Avg R 0.326
U 2770000 | F 2770000 | G 184666 | D 318 | EPS 0.001 | L 347.948 | R 348.000 | Avg L 0.348 | Avg R 0.348
U 2780000 | F 2780000 | G 185333 | D 320 | EPS 0.001 | L 324.949 | R 325.000 | Avg L 0.325 | Avg R 0.325
U 2790000 | F 2790000 | G 186000 | D 321 | EPS 0.001 | L 330.949 | R 331.000 | Avg L 0.331 | Avg R 0.331
U 2800000 | F 2800000 | G 186666 | D 322 | EPS 0.001 | L 355.951 | R 356.000 | Avg L 0.356 | Avg R 0.356
U 2810000 | F 2810000 | G 187333 | D 323 | EPS 0.001 | L 329.972 | R 330.000 | Avg L 0.330 | Avg R 0.330
U 2820000 | F 2820000 | G 188000 | D 324 | EPS 0.001 | L 313.970 | R 314.000 | Avg L 0.314 | Avg R 0.314
U 2830000 | F 2830000 | G 188666 | D 325 | EPS 0.001 | L 300.972 | R 301.000 | Avg L 0.301 | Avg R 0.301
U 2840000 | F 2840000 | G 189333 | D 326 | EPS 0.001 | L 363.953 | R 364.000 | Avg L 0.364 | Avg R 0.364
U 2850000 | F 2850000 | G 190000 | D 327 | EPS 0.001 | L 390.934 | R 391.000 | Avg L 0.391 | Avg R 0.391
U 2860000 | F 2860000 | G 190666 | D 329 | EPS 0.001 | L 403.934 | R 404.000 | Avg L 0.404 | Avg R 0.404
U 2870000 | F 2870000 | G 191333 | D 330 | EPS 0.001 | L 404.928 | R 405.000 | Avg L 0.405 | Avg R 0.405
U 2880000 | F 2880000 | G 192000 | D 331 | EPS 0.001 | L 425.946 | R 426.000 | Avg L 0.426 | Avg R 0.426
U 2890000 | F 2890000 | G 192666 | D 332 | EPS 0.001 | L 402.954 | R 403.000 | Avg L 0.403 | Avg R 0.403
U 2900000 | F 2900000 | G 193333 | D 333 | EPS 0.001 | L 373.941 | R 374.000 | Avg L 0.374 | Avg R 0.374
U 2910000 | F 2910000 | G 194000 | D 334 | EPS 0.001 | L 414.942 | R 415.000 | Avg L 0.415 | Avg R 0.415
U 2920000 | F 2920000 | G 194666 | D 335 | EPS 0.001 | L 378.972 | R 379.000 | Avg L 0.379 | Avg R 0.379
U 2930000 | F 2930000 | G 195333 | D 336 | EPS 0.001 | L 340.955 | R 341.000 | Avg L 0.341 | Avg R 0.341
U 2940000 | F 2940000 | G 196000 | D 338 | EPS 0.001 | L 332.962 | R 333.000 | Avg L 0.333 | Avg R 0.333
U 2950000 | F 2950000 | G 196666 | D 339 | EPS 0.001 | L 337.965 | R 338.000 | Avg L 0.338 | Avg R 0.338
U 2960000 | F 2960000 | G 197333 | D 340 | EPS 0.001 | L 390.946 | R 391.000 | Avg L 0.391 | Avg R 0.391
U 2970000 | F 2970000 | G 198000 | D 341 | EPS 0.001 | L 386.919 | R 387.000 | Avg L 0.387 | Avg R 0.387
U 2980000 | F 2980000 | G 198666 | D 342 | EPS 0.001 | L 377.927 | R 378.000 | Avg L 0.378 | Avg R 0.378
U 2990000 | F 2990000 | G 199333 | D 343 | EPS 0.001 | L 360.944 | R 361.000 | Avg L 0.361 | Avg R 0.361
U 3000000 | F 3000000 | G 200000 | D 344 | EPS 0.001 | L 338.963 | R 339.000 | Avg L 0.339 | Avg R 0.339
